Product,ProductFeature,SentimentCategory,SentimentScore,CommonIssues
Product_E,Functionality,Neutral,0.78,Better alternatives exist
Product_B,Durability,Negative,0.63,Not sturdy
Product_E,Functionality,Positive,0.49,Wears out quickly
Product_A,Functionality,Neutral,0.7,Too expensive
Product_B,Value for Money,Positive,0.46,Difficult to operate
Product_C,Ease of Use,Negative,0.5,Wears out quickly
Product_E,Durability,Neutral,0.5,Limited features
Product_D,Durability,Neutral,0.52,Breaks easily
Product_C,Value for Money,Negative,0.67,Uncomfortable
Product_C,Value for Money,Positive,0.9,Hard to understand
Product_B,Ease of Use,Positive,0.91,Too many steps
Product_E,Durability,Positive,0.57,Too many steps
Product_B,Ease of Use,Negative,0.22,Uncomfortable
Product_A,Ease of Use,Negative,0.87,Difficult to operate
Product_E,Ease of Use,Negative,0.62,Difficult to operate
Product_D,Value for Money,Neutral,0.36,Not worth the price
Product_D,Durability,Negative,0.17,Wears out quickly
Product_D,Design,Positive,0.53,Uncomfortable
Product_A,Ease of Use,Neutral,0.67,Not user-friendly
Product_D,Durability,Positive,0.26,Poor aesthetics
Product_A,Durability,Neutral,0.75,Not worth the price
Product_A,Durability,Positive,0.76,Doesn't work as expected
Product_A,Value for Money,Positive,0.93,Wears out quickly
Product_A,Durability,Neutral,0.44,Not user-friendly
Product_D,Design,Neutral,0.74,Difficult to operate
Product_E,Design,Neutral,0.57,Doesn't work as expected
Product_C,Functionality,Negative,0.41,Better alternatives exist
Product_A,Durability,Neutral,0.72,Breaks easily
Product_A,Durability,Positive,0.31,Not user-friendly
Product_B,Design,Neutral,0.57,Poor aesthetics
Product_C,Value for Money,Neutral,0.59,Hard to understand
Product_C,Value for Money,Positive,0.28,Uncomfortable
Product_B,Functionality,Negative,0.71,Limited features
Product_A,Design,Neutral,0.64,Doesn't work as expected
Product_A,Ease of Use,Negative,0.39,Limited features
Product_B,Ease of Use,Neutral,0.35,Too expensive
Product_B,Ease of Use,Positive,0.26,Difficult to operate
Product_C,Value for Money,Negative,0.27,Looks outdated
Product_A,Durability,Positive,0.43,Not worth the price
Product_B,Durability,Negative,0.42,Hard to understand
Product_C,Design,Positive,0.79,Hard to understand
Product_B,Ease of Use,Neutral,0.39,Not user-friendly
Product_C,Value for Money,Positive,0.85,Not sturdy
Product_B,Design,Positive,0.46,Poor aesthetics
Product_D,Design,Neutral,0.7,Wears out quickly
Product_D,Design,Neutral,0.36,Better alternatives exist
Product_C,Ease of Use,Positive,0.87,Not worth the price
Product_D,Ease of Use,Positive,0.43,Wears out quickly
Product_D,Ease of Use,Neutral,0.61,Limited features
Product_D,Design,Negative,0.37,Wears out quickly
Product_E,Value for Money,Positive,0.36,Not worth the price
Product_B,Functionality,Negative,0.29,Too expensive
Product_E,Functionality,Positive,0.69,Wears out quickly
Product_D,Functionality,Negative,0.46,Better alternatives exist
Product_E,Value for Money,Neutral,0.53,Doesn't work as expected
Product_D,Ease of Use,Neutral,0.72,Breaks easily
Product_D,Ease of Use,Negative,0.29,Wears out quickly
Product_C,Value for Money,Neutral,0.58,Wears out quickly
Product_C,Value for Money,Neutral,0.41,Doesn't work as expected
Product_B,Design,Negative,0.65,Doesn't work as expected
Product_D,Design,Positive,0.84,Wears out quickly
Product_B,Ease of Use,Positive,0.53,Poor aesthetics
Product_B,Functionality,Positive,0.09,Too expensive
Product_E,Functionality,Positive,0.58,Poor aesthetics
Product_D,Ease of Use,Positive,0.64,Not user-friendly
Product_D,Value for Money,Negative,0.76,Looks outdated
Product_E,Durability,Negative,0.3,Better alternatives exist
Product_E,Ease of Use,Neutral,0.4,Wears out quickly
Product_A,Durability,Neutral,0.38,Limited features
Product_A,Functionality,Neutral,0.34,Not worth the price
Product_B,Value for Money,Positive,0.22,Wears out quickly
Product_A,Durability,Negative,0.6,Hard to understand
Product_A,Design,Positive,0.71,Not worth the price
Product_D,Ease of Use,Positive,0.55,Poor aesthetics
Product_E,Functionality,Neutral,0.43,Limited features
Product_A,Durability,Positive,0.42,Breaks easily
Product_D,Design,Neutral,0.0,Poor aesthetics
Product_B,Durability,Negative,0.46,Not worth the price
Product_A,Durability,Negative,0.71,Difficult to operate
Product_D,Value for Money,Neutral,0.51,Better alternatives exist
Product_D,Value for Money,Neutral,0.42,Limited features
Product_D,Value for Money,Neutral,0.46,Wears out quickly
Product_C,Durability,Neutral,0.35,Too many steps
Product_D,Design,Negative,0.43,Looks outdated
Product_A,Ease of Use,Positive,0.43,Doesn't work as expected
Product_E,Value for Money,Neutral,0.58,Difficult to operate
Product_E,Functionality,Negative,0.64,Wears out quickly
Product_B,Design,Neutral,0.78,Too expensive
Product_A,Design,Positive,0.44,Not worth the price
Product_C,Value for Money,Neutral,0.62,Difficult to operate
Product_D,Ease of Use,Negative,0.72,Not worth the price
Product_E,Value for Money,Neutral,0.3,Poor aesthetics
Product_A,Durability,Negative,0.33,Doesn't work as expected
Product_B,Ease of Use,Neutral,0.51,Too many steps
Product_C,Ease of Use,Negative,0.57,Not sturdy
Product_A,Durability,Negative,0.62,Not user-friendly
Product_D,Design,Neutral,0.4,Hard to understand
Product_C,Value for Money,Negative,0.57,Uncomfortable
Product_A,Ease of Use,Positive,0.55,Hard to understand
Product_C,Value for Money,Neutral,0.45,Poor aesthetics
Product_C,Value for Money,Positive,0.35,Doesn't work as expected
Product_E,Value for Money,Negative,0.42,Uncomfortable
Product_E,Durability,Negative,0.54,Limited features
Product_B,Functionality,Positive,0.45,Doesn't work as expected
Product_C,Value for Money,Positive,0.68,Not sturdy
Product_B,Ease of Use,Positive,0.72,Not user-friendly
Product_C,Ease of Use,Negative,0.17,Doesn't work as expected
Product_C,Durability,Negative,0.41,Not user-friendly
Product_D,Functionality,Neutral,0.55,Better alternatives exist
Product_E,Ease of Use,Positive,0.43,Better alternatives exist
Product_A,Functionality,Positive,0.62,Too many steps
Product_A,Functionality,Positive,0.55,Poor aesthetics
Product_A,Ease of Use,Positive,0.71,Wears out quickly
Product_E,Design,Neutral,0.63,Breaks easily
Product_E,Functionality,Neutral,0.62,Uncomfortable
Product_E,Design,Negative,0.4,Doesn't work as expected
Product_C,Durability,Positive,0.65,Too expensive
Product_B,Durability,Negative,0.36,Limited features
Product_A,Durability,Negative,0.76,Too many steps
Product_B,Durability,Neutral,0.54,Too expensive
Product_D,Design,Neutral,0.55,Limited features
Product_E,Functionality,Positive,0.35,Breaks easily
Product_B,Functionality,Neutral,0.4,Difficult to operate
Product_C,Functionality,Positive,0.53,Not user-friendly
Product_B,Functionality,Neutral,0.34,Not sturdy
Product_B,Functionality,Negative,0.6,Looks outdated
Product_A,Value for Money,Negative,0.7,Hard to understand
Product_E,Design,Neutral,0.49,Hard to understand
Product_D,Ease of Use,Neutral,0.39,Looks outdated
Product_A,Value for Money,Negative,0.13,Doesn't work as expected
Product_C,Value for Money,Positive,0.52,Better alternatives exist
Product_B,Durability,Neutral,0.42,Limited features
Product_B,Value for Money,Negative,0.75,Hard to understand
Product_D,Ease of Use,Neutral,0.26,Limited features
Product_D,Durability,Positive,0.83,Wears out quickly
Product_E,Functionality,Positive,0.6,Too many steps
Product_D,Functionality,Neutral,0.35,Too many steps
Product_D,Durability,Neutral,0.65,Difficult to operate
Product_A,Durability,Neutral,1.08,Not worth the price
Product_E,Ease of Use,Negative,0.57,Not sturdy
Product_D,Design,Negative,0.09,Doesn't work as expected
Product_C,Design,Neutral,0.28,Better alternatives exist
Product_A,Ease of Use,Neutral,0.56,Better alternatives exist
Product_D,Value for Money,Positive,0.31,Better alternatives exist
Product_D,Ease of Use,Positive,0.54,Wears out quickly
Product_D,Durability,Neutral,0.43,Poor aesthetics
Product_E,Durability,Neutral,0.69,Wears out quickly
Product_B,Functionality,Neutral,0.68,Better alternatives exist
Product_C,Ease of Use,Neutral,0.39,Not worth the price
Product_B,Functionality,Positive,0.55,Better alternatives exist
Product_C,Functionality,Positive,0.36,Better alternatives exist
Product_E,Design,Positive,0.44,Wears out quickly
Product_C,Value for Money,Negative,0.27,Not sturdy
Product_D,Value for Money,Positive,0.63,Limited features
Product_B,Ease of Use,Positive,0.55,Difficult to operate
Product_C,Design,Neutral,0.51,Hard to understand
Product_C,Value for Money,Negative,0.95,Too expensive
Product_C,Value for Money,Neutral,0.17,Wears out quickly
Product_E,Value for Money,Positive,0.62,Hard to understand
Product_B,Functionality,Neutral,0.64,Too expensive
Product_B,Durability,Neutral,0.51,Not sturdy
Product_E,Durability,Neutral,0.4,Looks outdated
Product_D,Durability,Neutral,0.5,Poor aesthetics
Product_C,Functionality,Neutral,0.61,Not sturdy
Product_E,Durability,Negative,0.64,Too many steps
Product_B,Functionality,Neutral,0.83,Poor aesthetics
Product_D,Value for Money,Neutral,0.36,Breaks easily
Product_B,Functionality,Positive,0.57,Too many steps
Product_B,Durability,Positive,0.67,Too many steps
Product_C,Functionality,Neutral,0.56,Hard to understand
Product_E,Design,Negative,0.29,Uncomfortable
Product_A,Functionality,Neutral,0.34,Wears out quickly
Product_B,Durability,Neutral,0.66,Better alternatives exist
Product_C,Durability,Negative,0.51,Not worth the price
Product_E,Ease of Use,Positive,0.45,Limited features
Product_A,Ease of Use,Neutral,0.27,Better alternatives exist
Product_D,Value for Money,Negative,0.55,Limited features
Product_D,Design,Neutral,0.75,Breaks easily
Product_B,Ease of Use,Positive,0.38,Difficult to operate
Product_B,Durability,Negative,0.43,Wears out quickly
Product_C,Ease of Use,Neutral,0.73,Doesn't work as expected
Product_A,Ease of Use,Positive,0.59,Looks outdated
Product_B,Durability,Negative,0.89,Not user-friendly
Product_B,Ease of Use,Positive,0.46,Uncomfortable
Product_D,Ease of Use,Neutral,0.84,Breaks easily
Product_A,Design,Negative,0.6,Doesn't work as expected
Product_C,Functionality,Negative,0.46,Too many steps
Product_A,Design,Positive,0.64,Better alternatives exist
Product_B,Design,Neutral,0.38,Better alternatives exist
Product_B,Durability,Negative,0.48,Not user-friendly
Product_B,Value for Money,Neutral,0.57,Breaks easily
Product_A,Value for Money,Negative,0.45,Hard to understand
Product_B,Durability,Neutral,0.66,Doesn't work as expected
Product_E,Durability,Negative,0.52,Poor aesthetics
Product_E,Value for Money,Negative,0.47,Difficult to operate
Product_B,Value for Money,Negative,0.5,Hard to understand
Product_D,Design,Positive,0.4,Wears out quickly
Product_A,Ease of Use,Positive,0.87,Too expensive
Product_C,Durability,Positive,0.46,Not worth the price
Product_A,Ease of Use,Positive,0.43,Wears out quickly
Product_A,Functionality,Neutral,0.47,Poor aesthetics
Product_B,Value for Money,Negative,0.27,Breaks easily
Product_E,Functionality,Positive,0.3,Too expensive
Product_C,Design,Negative,0.37,Hard to understand
Product_A,Functionality,Positive,0.6,Breaks easily
Product_C,Durability,Negative,0.53,Not user-friendly
Product_C,Value for Money,Positive,0.48,Hard to understand
Product_D,Durability,Neutral,0.58,Difficult to operate
Product_E,Ease of Use,Negative,0.65,Not worth the price
Product_D,Design,Positive,0.22,Not worth the price
Product_E,Durability,Negative,0.73,Not sturdy
Product_B,Value for Money,Positive,0.4,Wears out quickly
Product_B,Ease of Use,Neutral,0.76,Difficult to operate
Product_B,Durability,Neutral,0.11,Looks outdated
Product_C,Durability,Negative,0.4,Breaks easily
Product_C,Functionality,Positive,0.46,Not user-friendly
Product_E,Design,Neutral,0.5,Not worth the price
Product_A,Durability,Negative,0.62,Better alternatives exist
Product_E,Durability,Negative,0.6,Not sturdy
Product_D,Value for Money,Positive,0.46,Doesn't work as expected
Product_D,Functionality,Neutral,0.48,Not sturdy
Product_D,Functionality,Positive,0.5,Too many steps
Product_D,Functionality,Negative,0.33,Not sturdy
Product_C,Design,Negative,0.53,Difficult to operate
Product_D,Functionality,Negative,0.64,Too expensive
Product_C,Durability,Neutral,0.77,Wears out quickly
Product_A,Ease of Use,Negative,0.79,Not sturdy
Product_C,Design,Negative,0.42,Looks outdated
Product_C,Value for Money,Positive,0.58,Hard to understand
Product_C,Durability,Negative,0.38,Not user-friendly
Product_E,Durability,Neutral,0.46,Better alternatives exist
Product_D,Ease of Use,Negative,1.01,Uncomfortable
Product_A,Ease of Use,Neutral,0.55,Too expensive
Product_B,Functionality,Positive,0.62,Limited features
Product_E,Durability,Neutral,0.45,Too expensive
Product_A,Functionality,Positive,0.15,Looks outdated
Product_D,Value for Money,Positive,0.36,Poor aesthetics
Product_E,Value for Money,Negative,0.55,Difficult to operate
Product_B,Functionality,Neutral,0.34,Wears out quickly
Product_E,Ease of Use,Neutral,0.23,Looks outdated
Product_D,Functionality,Negative,0.46,Better alternatives exist
Product_E,Value for Money,Positive,0.45,Breaks easily
Product_B,Design,Neutral,0.55,Hard to understand
Product_C,Value for Money,Negative,0.42,Breaks easily
Product_E,Durability,Positive,0.14,Poor aesthetics
Product_E,Design,Positive,0.6,Uncomfortable
Product_E,Functionality,Negative,0.22,Too expensive
Product_B,Durability,Negative,0.56,Too many steps
Product_D,Durability,Negative,0.6,Poor aesthetics
Product_B,Functionality,Neutral,0.4,Hard to understand
Product_A,Design,Positive,0.56,Not sturdy
Product_A,Durability,Positive,0.39,Not user-friendly
Product_D,Ease of Use,Positive,0.66,Difficult to operate
Product_D,Functionality,Neutral,0.28,Poor aesthetics
Product_C,Durability,Negative,0.52,Too many steps
Product_D,Design,Negative,0.31,Poor aesthetics
Product_D,Value for Money,Negative,0.11,Better alternatives exist
Product_D,Durability,Negative,0.06,Looks outdated
Product_C,Durability,Negative,0.41,Not sturdy
Product_A,Value for Money,Neutral,0.43,Too many steps
Product_C,Ease of Use,Positive,0.41,Limited features
Product_C,Durability,Neutral,0.59,Doesn't work as expected
Product_A,Durability,Neutral,0.41,Too many steps
Product_A,Functionality,Negative,0.49,Uncomfortable
Product_A,Ease of Use,Neutral,0.45,Breaks easily
Product_A,Value for Money,Negative,0.46,Too expensive
Product_A,Functionality,Negative,0.71,Not user-friendly
Product_C,Ease of Use,Negative,0.65,Poor aesthetics
Product_E,Design,Positive,0.43,Breaks easily
Product_B,Design,Negative,0.66,Not user-friendly
Product_C,Functionality,Positive,0.46,Better alternatives exist
Product_B,Design,Positive,0.67,Wears out quickly
Product_E,Functionality,Negative,0.5,Doesn't work as expected
Product_C,Value for Money,Neutral,0.44,Not worth the price
Product_B,Functionality,Neutral,0.82,Not sturdy
Product_C,Value for Money,Neutral,0.82,Poor aesthetics
Product_D,Durability,Positive,0.48,Too expensive
Product_B,Functionality,Neutral,0.64,Difficult to operate
Product_A,Value for Money,Neutral,0.53,Not sturdy
Product_D,Value for Money,Neutral,0.5,Hard to understand
Product_C,Durability,Negative,0.51,Better alternatives exist
Product_E,Design,Neutral,0.46,Limited features
Product_D,Design,Negative,0.65,Uncomfortable
Product_A,Design,Negative,0.83,Looks outdated
Product_A,Design,Neutral,0.05,Difficult to operate
Product_A,Ease of Use,Negative,0.55,Poor aesthetics
Product_B,Durability,Neutral,0.26,Uncomfortable
Product_B,Functionality,Negative,0.63,Wears out quickly
Product_B,Value for Money,Positive,1.03,Not sturdy
Product_B,Durability,Negative,0.47,Uncomfortable
Product_B,Ease of Use,Positive,0.79,Not sturdy
Product_D,Value for Money,Negative,0.16,Doesn't work as expected
Product_C,Design,Neutral,0.63,Not sturdy
Product_B,Durability,Negative,0.73,Doesn't work as expected
Product_E,Value for Money,Negative,0.79,Hard to understand
Product_A,Value for Money,Negative,0.37,Too many steps
Product_C,Value for Money,Positive,0.14,Breaks easily
Product_D,Functionality,Neutral,0.89,Not sturdy
Product_A,Value for Money,Positive,0.46,Too many steps
Product_B,Design,Negative,0.36,Limited features
Product_E,Durability,Positive,0.73,Poor aesthetics
Product_B,Value for Money,Negative,0.31,Limited features
Product_E,Functionality,Positive,0.9,Not user-friendly
Product_C,Design,Negative,0.28,Breaks easily
Product_E,Functionality,Neutral,0.48,Difficult to operate
Product_B,Value for Money,Neutral,0.31,Too many steps
